Roll, Pitch, Yaw, RollSpeed, PitchSpeed, YawSpeed, AirSpeed, GroundSpeed, Heading, Throttle, Alt, Timestamp, Timeboot, PressureAbs, PressureDiff, Temperature, Battery, WindDirection, WindSpeed, WindSpeedZ, Lat, Lon, Vx, Vy, Vz
18,26,13,47,18,35,46,42,38,40,48,45,45,2,2,2,35,38,42,50,49,23,26,1,18
21,26,12,47,18,36,46,43,37,41,47,45,45,3,3,3,35,38,43,50,49,21,24,1,17
25,26,12,46,18,37,47,43,36,41,47,45,45,3,3,3,35,37,45,50,49,18,21,1,18
27,27,11,46,18,38,47,43,36,42,47,45,45,3,3,3,35,37,46,50,49,16,21,1,18
8,32,9,45,23,25,48,44,34,45,47,45,45,3,3,3,35,37,47,50,49,13,18,1,24
8,32,7,46,21,32,48,45,31,43,47,46,46,3,3,3,35,36,48,50,48,11,10,5,27
9,30,5,47,21,33,48,45,29,42,48,46,46,2,2,3,35,36,48,50,47,9,6,10,25
12,28,3,47,20,33,47,45,28,41,48,46,46,2,2,2,35,35,49,50,46,8,3,16,22
16,27,2,47,19,34,47,46,26,41,48,46,46,2,2,3,35,35,49,50,44,8,2,20,20
20,26,1,47,18,36,47,46,25,41,47,46,46,3,3,3,35,35,49,50,43,8,1,24,18
23,26,49,47,18,37,48,47,25,41,47,46,46,3,3,3,34,34,49,50,42,8,1,27,18
27,27,49,46,18,38,47,47,24,42,47,46,46,3,3,3,34,33,49,50,40,9,1,28,19
28,27,49,46,18,38,47,48,24,43,46,46,46,4,4,3,34,33,49,50,39,9,1,28,19
29,28,49,46,18,38,48,48,24,42,46,46,46,4,4,4,34,33,48,50,38,10,1,28,21
29,28,49,45,18,38,49,48,24,42,46,46,46,4,4,4,34,32,48,50,36,10,1,28,21
29,29,49,45,18,38,48,47,25,42,46,46,46,4,4,4,34,32,48,50,35,11,1,28,22
29,28,49,45,18,38,48,47,25,43,46,46,46,4,4,4,34,31,48,50,34,11,1,27,22
29,29,49,45,18,38,48,47,25,43,46,46,46,4,4,3,34,31,48,50,32,12,1,27,22
29,29,49,45,18,38,48,47,25,42,46,46,46,4,4,3,34,31,47,50,31,12,1,27,22
29,29,49,45,18,38,48,47,25,43,47,46,46,3,3,3,34,30,47,50,30,13,1,27,22
29,29,49,45,18,38,47,47,25,42,47,46,46,3,3,3,34,30,47,50,28,13,1,26,22
29,29,49,45,18,38,48,47,25,42,47,46,46,3,3,3,34,30,47,50,27,13,1,26,22
29,28,49,45,17,38,47,47,25,43,47,46,46,3,3,3,34,29,47,50,25,14,1,26,22
28,28,49,45,18,38,48,47,25,42,47,46,46,3,3,3,34,29,47,50,24,14,1,26,22
28,29,49,45,18,38,48,47,25,41,47,46,46,3,3,3,33,29,47,50,23,14,1,26,22
28,28,49,45,18,38,47,47,25,42,47,47,47,3,3,3,33,28,47,50,21,15,1,26,22
28,28,49,45,18,38,47,47,25,42,47,47,47,3,3,3,33,28,47,50,20,15,1,26,22
28,28,49,45,18,38,48,47,25,41,47,47,47,3,3,3,33,28,47,50,19,15,1,26,22
28,28,49,45,17,38,47,46,25,42,47,47,47,3,3,3,33,28,47,50,17,15,1,26,22
28,28,49,45,17,38,47,46,25,42,47,47,47,3,3,3,33,28,47,50,16,16,1,26,21
29,23,49,46,15,38,37,38,25,50,47,47,47,3,3,3,33,27,47,50,15,16,6,26,18
29,17,1,46,16,39,30,29,25,50,46,47,47,4,4,4,33,27,47,50,14,16,11,25,10
29,21,1,45,18,39,25,25,25,50,45,47,47,5,5,5,33,27,47,50,13,17,13,25,10
29,22,1,45,19,38,23,22,26,50,44,47,47,6,6,6,33,27,47,50,13,17,14,25,11
29,24,1,45,17,38,21,21,26,50,42,47,47,7,7,8,33,27,47,50,12,17,15,25,12
29,16,1,45,13,38,21,19,26,50,41,47,47,9,9,9,33,27,46,50,12,17,16,24,8
28,13,1,45,18,38,22,19,26,50,39,47,47,11,11,11,33,27,46,50,11,17,15,24,2
28,17,1,45,19,38,22,21,26,50,37,47,47,13,13,13,32,27,45,50,10,17,15,24,3
28,19,1,45,18,38,23,21,26,50,35,47,47,15,15,15,32,27,45,50,10,17,15,24,4
28,18,1,45,17,38,22,21,26,50,33,47,47,17,17,17,32,27,44,50,9,17,15,24,4
28,16,1,45,26,37,24,22,26,50,31,47,47,19,19,19,32,27,44,50,9,18,14,24,6
28,23,1,45,18,38,23,22,26,50,30,47,47,20,20,20,32,27,44,50,8,18,14,25,14
28,20,1,46,16,38,22,20,26,50,29,47,47,21,21,21,32,26,44,50,7,18,15,25,15
28,22,1,46,20,39,20,19,26,50,28,47,47,22,22,22,32,26,43,50,7,18,16,25,9
28,8,1,45,19,38,21,19,26,50,26,48,48,24,24,24,32,26,43,50,6,18,16,24,2
28,13,1,45,19,38,23,21,26,50,24,48,48,26,26,26,32,26,43,50,6,18,15,24,3
28,5,1,45,14,38,23,21,26,50,22,48,48,28,28,27,32,26,43,50,5,18,14,24,6
28,7,1,45,19,38,24,22,26,50,20,48,48,30,30,30,32,26,42,50,5,18,14,24,1
28,9,1,45,18,38,26,23,26,50,18,48,48,32,32,32,32,26,42,50,4,19,13,25,3
28,9,1,45,17,38,25,23,26,50,16,48,48,34,34,34,32,26,42,50,3,19,13,25,4
16,14,48,45,33,35,25,23,24,50,14,48,48,36,36,36,31,26,42,50,3,19,13,25,3
18,21,45,46,18,31,22,23,21,50,12,48,48,38,38,37,31,26,42,50,2,20,15,30,11
19,18,43,45,20,31,22,23,18,50,11,48,48,39,39,39,31,26,42,50,1,21,17,32,9
19,18,41,46,19,32,21,23,17,50,10,48,48,40,40,40,31,26,42,50,1,22,19,34,8
21,18,39,46,19,33,21,23,15,50,8,48,48,42,42,42,31,26,41,50,1,23,22,35,8
23,17,38,46,18,34,21,23,13,50,7,48,48,43,43,43,31,26,40,50,1,24,24,36,9
25,16,37,46,17,36,21,23,12,50,5,48,48,45,45,45,31,26,39,50,1,26,26,36,8
26,17,36,46,18,37,21,23,12,50,4,48,48,46,46,46,31,25,38,50,1,27,26,36,8
27,17,36,46,18,37,22,23,11,50,2,48,48,47,47,47,31,25,37,50,1,29,27,36,8
28,17,36,46,18,38,22,23,11,50,1,48,48,49,49,49,31,26,36,50,1,30,27,36,8
36,19,32,45,9,22,17,20,8,50,1,48,48,49,49,50,31,26,36,50,1,31,28,34,20
21,1,39,49,2,49,8,12,15,50,1,48,48,49,49,50,31,26,35,50,1,32,27,29,21
27,32,43,38,50,36,1,6,19,50,1,48,48,49,49,50,30,27,37,50,1,32,23,26,21
28,37,43,45,19,39,1,2,19,50,1,48,48,50,50,50,30,29,35,50,1,32,25,24,21
28,37,43,45,17,38,1,1,19,50,1,49,49,49,49,50,30,29,33,50,1,32,25,23,21
28,37,43,45,17,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,30,29,31,50,1,32,25,23,21
28,37,43,45,18,38,1,1,19,50,1,49,49,49,49,50,29,29,31,50,1,32,25,23,21
28,37,44,45,18,38,1,1,19,50,1,49,49,49,49,50,29,29,31,50,1,32,25,23,21
28,37,44,45,18,38,1,1,19,50,1,49,49,49,49,50,29,29,31,50,1,32,25,23,21
28,37,44,45,18,38,1,1,19,50,1,49,49,49,49,50,29,29,31,50,1,32,25,23,21
28,37,44,45,18,38,1,1,19,50,1,49,49,49,49,50,29,29,31,50,1,32,25,23,21
28,37,44,45,18,38,1,1,19,50,1,49,49,49,49,50,29,29,31,50,1,32,25,23,21
28,37,44,45,18,38,1,1,19,50,1,49,49,49,49,50,29,29,31,50,1,32,25,23,21
28,37,44,45,18,38,1,1,19,50,1,50,50,49,49,50,29,29,31,50,1,32,25,23,21
