SystemTime,LatitudeDeg,LongitudeDeg,Latitude,Longitude,VelDown,IAS,Altitude,Energy,AccelZ,Time
1.22696e+006,37.9999677777778,-122.0494975,0.663224553373975,-2.13016558177959,-2.9300000667572,19.5599994659424,972.85,4.12941350436301,-8.41499996185303
1227004,37.9999663888889,-122.049488055556,0.663224529133291,-2.13016541694294,-2.86999988555908,19.5599994659424,972.97,4.07789522674186,-8.35499954223633
1227044,37.9999652777778,-122.049478888889,0.663224509740744,-2.13016525695442,-2.8199999332428,19.5599994659424,973.08,4.0377522851615,-8.28499984741211
1227084,37.9999638888889,-122.049470277778,0.66322448550006,-2.13016510666218,-2.75999999046326,19.5599994659424,973.2,3.98616823772112,-8.22499942779541
1227124,37.9999625,-122.049460833333,0.663224461259376,-2.13016494182553,-2.70000004768372,19.5599994659424,973.31,3.9324600812685,-8.17999935150146
1227164,37.9999613888889,-122.049451666667,0.663224441866828,-2.13016478183701,-2.64000010490417,19.5599994659424,973.42,3.8808222062356,-8.11999988555908
1227204,37.99996,-122.0494425,0.663224417626144,-2.1301646218485,-2.57999992370605,19.5599994659424,973.52,3.82499150206326,-8.09000015258789
1227244,37.9999588888889,-122.049433055556,0.663224398233597,-2.13016445701185,-2.51999998092651,19.5599994659424,973.62,3.76984634055173,-8.05499935150146
1227284,37.9999575,-122.049423888889,0.663224373992913,-2.13016429702333,-2.46000003814697,19.5599994659424,973.72,3.71469051105306,-8.01999950408936
1227324,37.9999563888889,-122.049415277778,0.663224354600366,-2.13016414673109,-2.39000010490417,19.5599994659424,973.83,3.64883425325552,-7.98999977111816
1227364,37.999955,-122.049406111111,0.663224330359682,-2.13016398674258,-2.32999992370605,19.5599994659424,973.93,3.59228124258373,-7.96499967575073
1227404,37.9999538888889,-122.049396944444,0.663224310967135,-2.13016382675406,-2.25999999046326,19.5599994659424,974.02,3.52572300861586,-7.94000005722046
1227444,37.9999525,-122.0493875,0.663224286726451,-2.13016366191741,-2.19000005722046,19.5599994659424,974.11,3.45778557542527,-7.92499971389771
1227484,37.9999513888889,-122.049378333333,0.663224267333903,-2.1301635019289,-2.11999988555908,19.5599994659424,974.2,3.38984588733049,-7.90999984741211
1227524,37.99995,-122.049369166667,0.663224243093219,-2.13016334194038,-2.04999995231628,19.5599994659424,974.28,3.3205323699091,-7.90499973297119
1227564,37.9999488888889,-122.049360277778,0.663224223700672,-2.1301631868,-1.99000000953674,19.5599994659424,974.38,3.26121862589751,-7.89999961853027
1227604,37.9999477777778,-122.049350833333,0.663224204308125,-2.13016302196335,-1.91999995708466,19.5599994659424,974.46,3.19190448968277,-7.89499998092651
1227644,37.9999463888889,-122.049341666667,0.663224180067441,-2.13016286197484,-1.85000002384186,19.5599994659424,974.54,3.12190455643997,-7.89499998092651
1227684,37.9999452777778,-122.0493325,0.663224160674893,-2.13016270198632,-1.77999997138977,19.5599994659424,974.61,3.05121858775054,-7.89999961853027
1227724,37.9999438888889,-122.049323333333,0.663224136434209,-2.13016254199781,-1.71000003814697,19.5599994659424,974.68,2.98053245573979,-7.90499973297119
1227764,37.9999427777778,-122.049313888889,0.663224117041662,-2.13016237716116,-1.63999998569489,19.5599994659424,974.75,2.90847257044941,-7.91999959945679
1227804,37.9999416666667,-122.049305,0.663224097649115,-2.13016222202078,-1.57000005245209,19.5599994659424,974.84,2.83709828732779,-7.92999982833862
1227844,37.9999405555556,-122.049295555556,0.663224078256568,-2.13016205718413,-1.5,19.5599994659424,974.9,2.76503515051038,-7.94499969482422
1227884,37.9999394444444,-122.049286388889,0.66322405886402,-2.13016189719561,-1.42999994754791,19.5599994659424,974.96,2.69296999958184,-7.96000003814697
1227924,37.9999383333333,-122.049277222222,0.663224039471473,-2.1301617372071,-1.37000000476837,19.5599994659424,975.02,2.63090307734387,-7.97499990463257
1227964,37.9999369444445,-122.049267777778,0.663224015230789,-2.13016157237045,-1.29999995231628,19.5599994659424,975.07,2.55814400546476,-7.99499988555908
1228004,37.9999358333333,-122.049258611111,0.663223995838242,-2.13016141238193,-1.23000001907349,19.7199993133545,975.13,2.50030897517373,-8.02499961853027
1228084,37.9999338888889,-122.049239722222,0.663223961901284,-2.13016108270863,-1.11000001430511,19.7199993133545,975.26,2.3726896191228,-8.07999992370605
1228124,37.9999327777778,-122.049230555556,0.663223942508737,-2.13016092272011,-1.04999995231628,19.7199993133545,975.3,2.30782739665772,-8.11499977111816
1228164,37.9999316666667,-122.049221111111,0.66322392311619,-2.13016075788346,-0.980000019073486,19.7199993133545,975.34,2.23225783799879,-8.15499973297119
1228204,37.9999305555556,-122.049211944444,0.663223903723642,-2.13016059789495,-0.920000016689301,19.7199993133545,975.38,2.16737321012429,-8.1899995803833
1228244,37.9999294444444,-122.0492025,0.663223884331095,-2.13016043305829,-0.860000014305115,19.7199993133545,975.42,2.1010775872028,-8.23499965667725
1228284,37.9999286111111,-122.049193055556,0.663223869786685,-2.13016026822164,-0.810000002384186,19.7199993133545,975.5,2.04406222661809,-8.28499984741211
1228324,37.9999275,-122.049183611111,0.663223850394137,-2.13016010338499,-0.759999990463257,19.8799991607666,975.53,2.00544876485534,-8.31999969482422
1228364,37.9999266666667,-122.049174166667,0.663223835849727,-2.13015993854834,-0.699999988079071,19.8799991607666,975.56,1.9376911003429,-8.375
1228404,37.9999255555556,-122.049164722222,0.66322381645718,-2.13015977371169,-0.649999976158142,19.8799991607666,975.59,1.8813249529618,-8.42000007629395
